frame_idx,latency_ms,top1_label,top1_prob
0,548.6538999999997,278,0.4442785084247589
1,424.07580000000064,106,0.8728716373443604
2,433.29660000000024,817,0.6239492893218994
3,445.3276000000006,817,0.5959190726280212
4,433.01380000000034,650,0.5766459703445435
5,428.22030000000046,14,0.9907269477844238
6,424.42229999999984,129,0.9966416358947754
7,423.5918999999999,697,0.6208940744400024
